"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Chest Press (Machine)",,"",0,"normal",40,13,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Chest Press (Machine)",,"",1,"normal",45,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Chest Press (Machine)",,"",2,"normal",50,7,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",6,24,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",6,24,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",6,16,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Preacher Curl (Machine)",,"",0,"normal",10,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Preacher Curl (Machine)",,"",1,"normal",15,12,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Preacher Curl (Machine)",,"",2,"normal",20,7,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Single Leg Standing Calf Raise (Barbell)",,"Une seule jambe",0,"normal",10,10,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Single Leg Standing Calf Raise (Barbell)",,"Une seule jambe",1,"normal",10,7,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Single Leg Standing Calf Raise (Barbell)",,"Une seule jambe",2,"normal",10,10,,,
"Séance pecs biceps","Jun 5, 2024, 3:51 PM","Jun 5, 2024, 4:53 PM","","Single Leg Standing Calf Raise (Barbell)",,"Une seule jambe",3,"normal",10,7,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Lat Pulldown (Cable)",,"",0,"normal",40,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Lat Pulldown (Cable)",,"",1,"normal",45,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Lat Pulldown (Cable)",,"",2,"normal",55,8,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",30,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",35,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",35,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",10,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Pushdown",,"",0,"normal",25,16,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Pushdown",,"",1,"normal",30,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Pushdown",,"",2,"normal",30,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Seated Dip Machine",,"",2,"normal",80,4,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Extension (Barbell)",,"",0,"normal",5,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Extension (Barbell)",,"",1,"normal",5,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Extension (Barbell)",,"",2,"normal",10,15,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Rope Pushdown",,"",0,"normal",20,12,,,
"Séance dos triceps","Jun 3, 2024, 3:22 PM","Jun 3, 2024, 4:13 PM","","Triceps Rope Pushdown",,"",1,"normal",20,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Lat Pulldown (Cable)",,"",0,"normal",35,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Lat Pulldown (Cable)",,"",1,"normal",45,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Lat Pulldown (Cable)",,"",2,"normal",50,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Seated Cable Row - V Grip (Cable)",,"Reste en V stppp Quentin",0,"normal",30,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Seated Cable Row - V Grip (Cable)",,"Reste en V stppp Quentin",1,"normal",35,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Seated Cable Row - V Grip (Cable)",,"Reste en V stppp Quentin",2,"normal",35,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,8,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,10,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,8,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",10,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Triceps Pushdown",,"",0,"normal",25,15,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Triceps Pushdown",,"",1,"normal",30,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Triceps Pushdown",,"",2,"normal",35,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Seated Dip Machine",,"",0,"normal",70,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Seated Dip Machine",,"",1,"normal",80,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Seated Dip Machine",,"",2,"normal",80,4,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Triceps Extension (Barbell)",,"",0,"normal",10,12,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Triceps Extension (Barbell)",,"",1,"normal",10,11,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Triceps Extension (Barbell)",,"",2,"normal",5,15,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Pull Up (Assisted)",,"",0,"normal",36,5,,,
"Séance dos triceps","May 23, 2024, 10:35 AM","May 23, 2024, 11:54 AM","","Pull Up (Assisted)",,"",1,"normal",41,5,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Bench Press (Barbell)",,"",0,"normal",20,14,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Bench Press (Barbell)",,"",1,"normal",30,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Bench Press (Barbell)",,"",2,"normal",30,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",8,20,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",8,20,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",8,14,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Single Arm Curl (Cable)",,"",0,"normal",10,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Single Arm Curl (Cable)",,"",1,"normal",10,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Single Arm Curl (Cable)",,"",2,"normal",10,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Single Arm Curl (Cable)",,"",3,"normal",10,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Butterfly (Pec Deck)",,"",0,"normal",39,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Butterfly (Pec Deck)",,"",1,"normal",39,10,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Butterfly (Pec Deck)",,"",2,"normal",39,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Chest Press (Machine)",,"",0,"normal",40,13,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Chest Press (Machine)",,"",1,"normal",45,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Chest Press (Machine)",,"",2,"normal",45,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Preacher Curl (Machine)",,"",0,"normal",10,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Preacher Curl (Machine)",,"",1,"normal",15,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Preacher Curl (Machine)",,"",2,"normal",15,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Seated Leg Curl (Machine)",,"",0,"normal",40,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Seated Leg Curl (Machine)",,"",1,"normal",40,12,,,
"Séance pecs biceps","May 17, 2024, 4:06 PM","May 17, 2024, 4:51 PM","","Seated Leg Curl (Machine)",,"",2,"normal",40,12,,,
"PYLO","May 15, 2024, 4:43 PM","May 15, 2024, 4:50 PM","","jump squat with weight",,"",0,"normal",10,6,,,
"PYLO","May 15, 2024, 4:43 PM","May 15, 2024, 4:50 PM","","jump squat with weight",,"",1,"normal",10,6,,,
"PYLO","May 15, 2024, 4:43 PM","May 15, 2024, 4:50 PM","","Box jump with weight",,"",0,"normal",10,4,,,
"PYLO","May 15, 2024, 4:43 PM","May 15, 2024, 4:50 PM","","Box jump with weight",,"",1,"normal",10,4,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Lat Pulldown (Cable)",,"",0,"normal",35,12,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Lat Pulldown (Cable)",,"",1,"normal",40,12,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Lat Pulldown (Cable)",,"",2,"normal",45,12,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",30,12,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",35,12,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",35,12,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Single Arm Cable Row",,"",0,"normal",27,10,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Single Arm Cable Row",,"",1,"normal",27,12,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Single Arm Cable Row",,"",2,"normal",27,12,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Single Arm Cable Row",,"",3,"normal",27,13,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,5,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,5,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,8,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",10,5,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Triceps Pushdown",,"",0,"normal",20,12,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Triceps Pushdown",,"",1,"normal",20,10,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Triceps Pushdown",,"",2,"normal",30,16,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Seated Dip Machine",,"",0,"normal",60,12,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Seated Dip Machine",,"",1,"normal",70,12,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Seated Dip Machine",,"",2,"normal",75,12,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Seated Dip Machine",,"",3,"normal",80,11,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Triceps Extension (Barbell)",,"",0,"normal",5,10,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Triceps Extension (Barbell)",,"",1,"normal",10,12,,,
"Séance dos triceps","May 15, 2024, 3:46 PM","May 15, 2024, 4:42 PM","","Triceps Extension (Barbell)",,"",2,"normal",10,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Bench Press (Barbell)",,"",0,"normal",20,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Bench Press (Barbell)",,"",1,"normal",30,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Bench Press (Barbell)",,"",2,"normal",30,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Bench Press (Barbell)",,"",3,"normal",30,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",8,20,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",8,20,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",8,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Single Arm Curl (Cable)",,"",0,"normal",10,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Single Arm Curl (Cable)",,"",1,"normal",10,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Single Arm Curl (Cable)",,"",2,"normal",10,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Single Arm Curl (Cable)",,"",3,"normal",10,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Butterfly (Pec Deck)",,"",0,"normal",39,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Butterfly (Pec Deck)",,"",1,"normal",45,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Butterfly (Pec Deck)",,"",2,"normal",45,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Chest Press (Machine)",,"",0,"normal",45,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Chest Press (Machine)",,"",1,"normal",45,11,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Chest Press (Machine)",,"",2,"normal",40,10,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Preacher Curl (Machine)",,"",0,"normal",10,13,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Preacher Curl (Machine)",,"",1,"normal",10,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Preacher Curl (Machine)",,"",2,"normal",15,9,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Seated Leg Curl (Machine)",,"",0,"normal",35,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Seated Leg Curl (Machine)",,"",1,"normal",35,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Seated Leg Curl (Machine)",,"",2,"normal",35,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Squat (Barbell)",,"",0,"normal",20,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Squat (Barbell)",,"",1,"normal",40,12,,,
"Séance pecs biceps","May 10, 2024, 4:48 PM","May 10, 2024, 5:50 PM","","Squat (Barbell)",,"",2,"normal",40,12,,,
"PYLO","May 6, 2024, 4:22 PM","May 6, 2024, 4:40 PM","","jump squat with weight",,"",0,"normal",10,6,,,
"PYLO","May 6, 2024, 4:22 PM","May 6, 2024, 4:40 PM","","jump squat with weight",,"",1,"normal",10,6,,,
"PYLO","May 6, 2024, 4:22 PM","May 6, 2024, 4:40 PM","","Box jump with weight",,"",0,"normal",10,4,,,
"PYLO","May 6, 2024, 4:22 PM","May 6, 2024, 4:40 PM","","Box jump with weight",,"",1,"normal",10,4,,,
"PYLO","May 6, 2024, 4:22 PM","May 6, 2024, 4:40 PM","","Leg Extension (Machine)",,"",0,"normal",30,12,,,
"PYLO","May 6, 2024, 4:22 PM","May 6, 2024, 4:40 PM","","Leg Extension (Machine)",,"",1,"normal",35,12,,,
"PYLO","May 6, 2024, 4:22 PM","May 6, 2024, 4:40 PM","","Leg Extension (Machine)",,"",2,"normal",40,12,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Lat Pulldown (Cable)",,"",0,"normal",35,12,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Lat Pulldown (Cable)",,"",1,"normal",40,12,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Lat Pulldown (Cable)",,"",2,"normal",45,12,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Seated Cable Row - V Grip (Cable)",,"",0,"normal",30,12,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Seated Cable Row - V Grip (Cable)",,"",1,"normal",30,12,,,
