"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Seated Cable Row - V Grip (Cable)",,"",2,"normal",35,10,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,12,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,12,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,14,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",10,14,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Single Arm Triceps Pushdown (Cable)",,"",4,"normal",10,10,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Single Arm Triceps Pushdown (Cable)",,"",5,"normal",10,10,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Triceps Pushdown",,"",0,"normal",20,12,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Triceps Pushdown",,"",1,"normal",25,1,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Triceps Pushdown",,"",2,"normal",30,15,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Seated Dip Machine",,"",0,"normal",60,12,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Seated Dip Machine",,"",1,"normal",70,12,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Triceps Extension (Barbell)",,"",0,"normal",5,12,,,
"Séance dos triceps","May 6, 2024, 3:28 PM","May 6, 2024, 4:19 PM","C'est ça de mal dormir ... en plus reprise cours et 1 mois d'arrêt ça pique les résultats","Triceps Extension (Barbell)",,"",1,"normal",5,12,,,
"PYLO","Apr 8, 2024, 4:49 PM","Apr 8, 2024, 4:57 PM","","Dumbbell Step Up",,"",0,"normal",4,12,,,
"PYLO","Apr 8, 2024, 4:49 PM","Apr 8, 2024, 4:57 PM","","Dumbbell Step Up",,"",1,"normal",8,12,,,
"PYLO","Apr 8, 2024, 4:49 PM","Apr 8, 2024, 4:57 PM","","Dumbbell Step Up",,"",2,"normal",8,12,,,
"PYLO","Apr 8, 2024, 4:49 PM","Apr 8, 2024, 4:57 PM","","seated jump",,"",0,"normal",6,3,,,
"PYLO","Apr 8, 2024, 4:49 PM","Apr 8, 2024, 4:57 PM","","seated jump",,"",1,"normal",6,3,,,
"PYLO","Apr 8, 2024, 4:49 PM","Apr 8, 2024, 4:57 PM","","seated jump",,"",2,"normal",8,3,,,
"PYLO","Apr 8, 2024, 4:49 PM","Apr 8, 2024, 4:57 PM","","seated jump",,"",3,"normal",8,3,,,
"PYLO","Apr 8, 2024, 4:49 PM","Apr 8, 2024, 4:57 PM","","seated jump",,"",4,"normal",8,3,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Chest Press (Machine)",,"",0,"normal",40,15,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Chest Press (Machine)",,"",1,"normal",45,13,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Chest Press (Machine)",,"",2,"normal",50,15,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Cable Fly Crossovers",,"",0,"normal",20,12,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Cable Fly Crossovers",,"",1,"normal",20,12,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Cable Fly Crossovers",,"",2,"normal",20,10,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",8,20,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",8,17,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",8,11,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Incline Bench Press (Barbell)",,"",0,"normal",20,12,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Incline Bench Press (Barbell)",,"",1,"normal",20,12,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Incline Bench Press (Barbell)",,"",2,"normal",20,12,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Single Arm Curl (Cable)",,"",0,"normal",10,12,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Single Arm Curl (Cable)",,"",1,"normal",10,12,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Single Arm Curl (Cable)",,"",2,"normal",10,12,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Single Arm Curl (Cable)",,"",3,"normal",10,12,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Single Arm Curl (Cable)",,"",4,"normal",15,12,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Single Arm Curl (Cable)",,"",5,"normal",15,12,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Preacher Curl (Machine)",,"",0,"normal",10,12,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Preacher Curl (Machine)",,"",1,"normal",10,12,,,
"Séance pecs biceps","Apr 8, 2024, 4:06 PM","Apr 8, 2024, 4:49 PM","","Preacher Curl (Machine)",,"",2,"normal",15,10,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","Dumbbell Step Up",,"",0,"normal",4,12,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","Dumbbell Step Up",,"",1,"normal",8,12,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","Dumbbell Step Up",,"",2,"normal",8,12,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","seated jump",,"",0,"normal",6,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","seated jump",,"",1,"normal",6,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","seated jump",,"",2,"normal",8,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","seated jump",,"",3,"normal",8,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","seated jump",,"",4,"normal",8,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","saut depuis boite",,"",0,"normal",4,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","saut depuis boite",,"",1,"normal",4,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","saut depuis boite",,"",2,"normal",4,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","saut depuis boite",,"",3,"normal",6,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","saut depuis boite",,"",4,"normal",6,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","genous vers boite",,"",0,"normal",,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","genous vers boite",,"",1,"normal",,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","genous vers boite",,"",2,"normal",4,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","genous vers boite",,"",3,"normal",4,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","genous vers boite",,"",4,"normal",6,3,,,
"PYLO","Apr 5, 2024, 4:51 PM","Apr 5, 2024, 5:11 PM","","genous vers boite",,"",5,"normal",6,3,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Chest Press (Machine)",,"",0,"normal",40,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Chest Press (Machine)",,"",1,"normal",45,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Chest Press (Machine)",,"",2,"normal",50,14,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Cable Fly Crossovers",,"",0,"normal",20,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Cable Fly Crossovers",,"",1,"normal",30,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Cable Fly Crossovers",,"",2,"normal",30,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Butterfly (Pec Deck)",,"",0,"normal",39,13,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Butterfly (Pec Deck)",,"",1,"normal",39,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Butterfly (Pec Deck)",,"",2,"normal",45,13,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Single Arm Curl (Cable)",,"",0,"normal",10,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Single Arm Curl (Cable)",,"",1,"normal",10,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Single Arm Curl (Cable)",,"",2,"normal",10,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Single Arm Curl (Cable)",,"",3,"normal",10,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Single Arm Curl (Cable)",,"",4,"normal",15,8,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Single Arm Curl (Cable)",,"",5,"normal",15,8,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Reverse Curl (Cable)",,"",0,"normal",15,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Reverse Curl (Cable)",,"",1,"normal",15,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Reverse Curl (Cable)",,"",2,"normal",15,12,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","Dumbbell Step Up",,"",0,"normal",4,12,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","Dumbbell Step Up",,"",1,"normal",8,12,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","Dumbbell Step Up",,"",2,"normal",8,12,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","seated jump",,"",0,"normal",6,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","seated jump",,"",1,"normal",6,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","seated jump",,"",2,"normal",8,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","seated jump",,"",3,"normal",8,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","seated jump",,"",4,"normal",8,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","saut depuis boite",,"",0,"normal",4,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","saut depuis boite",,"",1,"normal",4,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","saut depuis boite",,"",2,"normal",4,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","saut depuis boite",,"",3,"normal",6,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","saut depuis boite",,"",4,"normal",6,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","genous vers boite",,"",0,"normal",,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","genous vers boite",,"",1,"normal",,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","genous vers boite",,"",2,"normal",,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","genous vers boite",,"",3,"normal",4,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","genous vers boite",,"",4,"normal",4,3,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Lat Pulldown (Cable)",,"",0,"normal",35,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Lat Pulldown (Cable)",,"",1,"normal",40,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Lat Pulldown (Cable)",,"",2,"normal",45,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",30,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",35,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",40,8,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Single Arm Cable Row",,"",0,"normal",32,8,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Single Arm Cable Row",,"",1,"normal",32,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Single Arm Cable Row",,"",2,"normal",32,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Single Arm Cable Row",,"",3,"normal",32,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",5,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",5,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",5,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",5,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Single Arm Triceps Pushdown (Cable)",,"",4,"normal",5,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Single Arm Triceps Pushdown (Cable)",,"",5,"normal",5,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Seated Dip Machine",,"",0,"normal",60,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Seated Dip Machine",,"",1,"normal",70,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Seated Dip Machine",,"",2,"normal",70,8,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Triceps Extension (Barbell)",,"",0,"normal",5,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Triceps Extension (Barbell)",,"",1,"normal",5,12,,,
"Séance dos triceps","Apr 3, 2024, 3:44 PM","Apr 3, 2024, 4:25 PM","","Triceps Extension (Barbell)",,"",2,"normal",10,12,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Lat Pulldown (Cable)",,"",0,"normal",35,12,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Lat Pulldown (Cable)",,"",1,"normal",35,12,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Lat Pulldown (Cable)",,"",2,"normal",40,13,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",30,12,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",35,12,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",40,12,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Single Arm Cable Row",,"",0,"normal",32,12,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Single Arm Cable Row",,"",1,"normal",32,12,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Single Arm Cable Row",,"",2,"normal",36,12,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Single Arm Cable Row",,"",3,"normal",36,12,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,12,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,12,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,11,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",10,8,,,
"Séance dos triceps","Mar 27, 2024, 3:44 PM","Mar 27, 2024, 5:08 PM","","Single Arm Triceps Pushdown (Cable)",,"",4,"normal",5,12,,,
